orf_id,Ensembl
Q9UNF1,
Q9UNG2,ENST00000404377.5;
Q9UNH5,
Q9UNH6,
Q9UNH7,
Q9UNI1,
Q9UNI6,
Q9UNK0,
Q9UNK4,ENST00000375105.8 [Q9UNK4-1];ENST00000617227.1 [Q9UNK4-2];
Q9UNL4,
Q9UNM6,
Q9UNN5,
Q9UNN8,
Q9UNP4,
Q9UNP9,
Q9UNQ0,
Q9UNQ2,
Q9UNS1,
Q9UNS2,
Q9UNT1,
Q9UNU6,
Q9UNW1,
Q9UNW8,
Q9UNW9,
Q9UNY4,
Q9UNY5,
Q9UNZ2,
Q9UP38,
Q9UP52,
Q9UP65,
Q9UP79,
Q9UP83,
Q9UP95,
Q9UPA5,
Q9UPE1,
Q9UPG8,
Q9UPI3,
Q9UPM6,
Q9UPM8,
Q9UPM9,
Q9UPN3,
Q9UPN4,
Q9UPN6,
Q9UPN7,
Q9UPN9,
Q9UPP1,
Q9UPP2,
Q9UPQ0,
Q9UPQ3,
Q9UPQ4,
Q9UPQ7,
Q9UPQ8,
Q9UPQ9,
Q9UPR0,
Q9UPR3,
Q9UPR5,
Q9UPS6,
Q9UPS8,
Q9UPT5,
Q9UPT6,
Q9UPT8,
Q9UPT9,
Q9UPU5,
Q9UPU7,
Q9UPU9,
Q9UPV0,
Q9UPV9,
Q9UPW0,
Q9UPW5,
Q9UPW6,
Q9UPW8,
Q9UPX0,
Q9UPX6,
Q9UPX8,
Q9UPY3,
Q9UPY5,
Q9UPY6,
Q9UPY8,
Q9UPZ3,
Q9UPZ6,
Q9UPZ9,
Q9UQ03,
Q9UQ05,
Q9UQ07,
Q9UQ13,
Q9UQ16,
Q9UQ26,
Q9UQ35,
Q9UQ49,
Q9UQ52,
Q9UQ53,
Q9UQ80,
Q9UQ84,
Q9UQ88,
Q9UQ90,
Q9UQB3,
Q9UQB8,
Q9UQB9,
Q9UQC2,
Q9UQC9,
Q9UQD0,
Q9UQE7,
Q9UQF0,
Q9UQF2,
Q9UQK1,
Q9UQL6,
Q9UQM7,
Q9UQN3,
Q9UQP3,
Q9UQQ1,
Q9UQQ2,
Q9UQR0,
Q9UQR1,
Q9UQV4,
Q9WJR5,
Q9Y210,
Q9Y215,
Q9Y216,
Q9Y217,
Q9Y219,
Q9Y221,ENST00000254940.10 [Q9Y221-1];ENST00000254941.6 [Q9Y221-2];
Q9Y222,
Q9Y223,
Q9Y224,
Q9Y225,ENST00000336095.10 [Q9Y225-1];ENST00000358395.11 [Q9Y225-1];ENST00000432261.6 [Q9Y225-2];ENST00000545616.2 [Q9Y225-2];
Q9Y226,
Q9Y227,
Q9Y228,
Q9Y230,
Q9Y231,
Q9Y232,
Q9Y233,
Q9Y234,
Q9Y235,
Q9Y237,ENST00000373669.8 [Q9Y237-1];ENST00000423432.6 [Q9Y237-3];ENST00000664196.1 [Q9Y237-2];
Q9Y238,
Q9Y239,
Q9Y240,
Q9Y241,ENST00000321331.12 [Q9Y241-1];ENST00000418900.6 [Q9Y241-1];ENST00000452906.3 [Q9Y241-2];
Q9Y242,
Q9Y243,
Q9Y244,ENST00000380842.5;
Q9Y247,
Q9Y248,ENST00000253462.8;
Q9Y250,
Q9Y251,
Q9Y252,
Q9Y253,
Q9Y255,
Q9Y256,
Q9Y257,
Q9Y258,ENST00000005180.9;ENST00000394905.2;
Q9Y259,
Q9Y261,
Q9Y262,
Q9Y263,
Q9Y264,
Q9Y265,
Q9Y266,
Q9Y267,
Q9Y271,
Q9Y272,
Q9Y274,
Q9Y275,
Q9Y276,
Q9Y277,
Q9Y278,
Q9Y279,
Q9Y281,ENST00000298159.11 [Q9Y281-1];ENST00000341223.8 [Q9Y281-1];ENST00000555765.5 [Q9Y281-3];ENST00000556161.1 [Q9Y281-3];ENST00000672163.1 [Q9Y281-1];ENST00000672517.1 [Q9Y281-1];ENST00000673315.1 [Q9Y281-3];
Q9Y282,
Q9Y283,
Q9Y285,
Q9Y286,
Q9Y287,
Q9Y289,
Q9Y294,
Q9Y295,
Q9Y296,
Q9Y297,
Q9Y2A7,
Q9Y2A9,
Q9Y2B0,ENST00000273308.9 [Q9Y2B0-1];
Q9Y2B1,
Q9Y2B4,
Q9Y2B5,
Q9Y2C3,
Q9Y2C4,
Q9Y2C5,
Q9Y2C9,
Q9Y2D0,
Q9Y2D1,
Q9Y2D2,
Q9Y2D4,
Q9Y2D8,
Q9Y2E5,
Q9Y2E6,
Q9Y2F5,
Q9Y2F9,
Q9Y2G0,
Q9Y2G1,
Q9Y2G2,
Q9Y2G3,
Q9Y2G5,
Q9Y2G9,
Q9Y2H0,
Q9Y2H1,
Q9Y2H2,
Q9Y2H6,
Q9Y2H9,
Q9Y2I1,
Q9Y2I2,
Q9Y2I6,
Q9Y2I7,
Q9Y2I9,
Q9Y2J0,
Q9Y2J2,
Q9Y2J4,
Q9Y2J8,
Q9Y2K1,
Q9Y2K2,
Q9Y2K3,
Q9Y2K5,
Q9Y2K6,
Q9Y2K7,
Q9Y2K9,
Q9Y2L1,
Q9Y2L5,
Q9Y2L9,
Q9Y2M0,
Q9Y2M2,
Q9Y2M5,
Q9Y2N7,
Q9Y2P0,
Q9Y2P4,
Q9Y2P5,
Q9Y2P7,
Q9Y2Q0,
Q9Y2Q3,
Q9Y2Q5,ENST00000368302.3 [Q9Y2Q5-2];ENST00000368304.9 [Q9Y2Q5-3];ENST00000368305.9 [Q9Y2Q5-1];
Q9Y2R0,ENST00000328434.8;
Q9Y2R2,
Q9Y2R4,
Q9Y2S2,
Q9Y2S7,
Q9Y2T1,
Q9Y2T2,
Q9Y2T3,
Q9Y2T6,
Q9Y2T7,
Q9Y2U5,
Q9Y2U8,
Q9Y2U9,
Q9Y2V0,
Q9Y2V2,ENST00000311052.10;ENST00000396593.6;ENST00000561530.5;ENST00000567554.5;ENST00000610831.4;ENST00000611932.4;ENST00000614449.4;ENST00000618335.4;ENST00000619881.4;
Q9Y2V3,
Q9Y2V7,
Q9Y2W1,
Q9Y2W2,
Q9Y2W3,
Q9Y2W6,
Q9Y2W7,
Q9Y2X0,
Q9Y2X3,
Q9Y2X7,
Q9Y2X8,ENST00000222402.8;
Q9Y2X9,
Q9Y2Y0,ENST00000219204.8 [Q9Y2Y0-1];
Q9Y2Y1,ENST00000293860.6;
Q9Y2Y4,
Q9Y2Y6,
Q9Y2Y8,
Q9Y2Y9,
Q9Y2Z0,
Q9Y2Z2,
Q9Y2Z4,
Q9Y2Z9,
Q9Y303,
Q9Y314,
Q9Y315,
Q9Y316,
Q9Y320,
Q9Y328,ENST00000303177.8;ENST00000519717.1;
Q9Y333,ENST00000375661.6;ENST00000383391.4;ENST00000424975.2;ENST00000432122.2;ENST00000434125.2;ENST00000455705.2;
Q9Y336,
Q9Y337,
Q9Y342,ENST00000219207.10;
Q9Y345,
Q9Y365,
Q9Y366,
Q9Y371,
Q9Y375,
Q9Y376,
Q9Y383,
Q9Y385,
Q9Y388,
Q9Y394,
Q9Y397,
Q9Y399,
Q9Y3A0,
Q9Y3A2,
Q9Y3A3,
Q9Y3A4,
Q9Y3A5,
Q9Y3A6,
Q9Y3B2,ENST00000370902.8;
Q9Y3B3,
Q9Y3B4,ENST00000233468.5;
Q9Y3B7,ENST00000310999.11 [Q9Y3B7-1];ENST00000329819.4 [Q9Y3B7-3];ENST00000430466.6 [Q9Y3B7-2];
Q9Y3B8,
Q9Y3C0,ENST00000240079.11;
Q9Y3C4,ENST00000272424.11 [Q9Y3C4-1];ENST00000318190.7 [Q9Y3C4-3];ENST00000409716.6 [Q9Y3C4-3];
Q9Y3C5,ENST00000242719.4;
Q9Y3C6,ENST00000373699.6;
Q9Y3C7,ENST00000225728.8;
Q9Y3C8,ENST00000368003.6;
Q9Y3D0,ENST00000422424.7;
Q9Y3D2,ENST00000376510.8;
Q9Y3D3,ENST00000372945.8 [Q9Y3D3-1];
Q9Y3D6,ENST00000223136.5;
Q9Y3D7,ENST00000318059.8;ENST00000576217.1;ENST00000616009.2;ENST00000634045.1;
Q9Y3D8,ENST00000380818.7 [Q9Y3D8-2];ENST00000380822.9 [Q9Y3D8-1];ENST00000612207.4 [Q9Y3D8-1];ENST00000620269.4 [Q9Y3D8-2];
Q9Y3D9,ENST00000313608.13;
Q9Y3E0,ENST00000229314.10;
Q9Y3E1,
Q9Y3E2,ENST00000369150.1;ENST00000369152.6;ENST00000369153.2;
Q9Y3E5,ENST00000393038.3;ENST00000470557.2;
Q9Y3E7,
Q9Y3F4,
Q9Y3I0,
Q9Y3I1,
Q9Y3L3,
Q9Y3L5,ENST00000342983.6;ENST00000370874.2;
Q9Y3M2,ENST00000216029.8;ENST00000396811.6;ENST00000411557.6;ENST00000416285.6;
Q9Y3M8,
Q9Y3M9,
Q9Y3P8,ENST00000259608.8;
Q9Y3P9,
Q9Y3Q0,
Q9Y3Q3,
Q9Y3Q4,
Q9Y3Q7,
Q9Y3Q8,
Q9Y3R0,
Q9Y3R4,
Q9Y3R5,
Q9Y3S1,
Q9Y3S2,
Q9Y3T9,
Q9Y3U8,ENST00000347512.8;ENST00000394580.2;ENST00000577222.5;ENST00000579649.5;
Q9Y3V2,
Q9Y3Y2,
Q9Y3Y4,
Q9Y3Z3,
Q9Y446,
Q9Y448,
Q9Y450,
Q9Y458,
Q9Y462,
Q9Y463,
Q9Y466,
Q9Y467,
Q9Y468,
Q9Y473,
Q9Y478,
Q9Y483,
Q9Y484,
Q9Y487,
Q9Y490,
Q9Y493,
Q9Y496,
Q9Y4A5,
Q9Y4A8,
Q9Y4B4,
Q9Y4B5,
Q9Y4B6,
Q9Y4C0,
Q9Y4C1,
Q9Y4C2,
Q9Y4C4,
Q9Y4C5,
Q9Y4C8,
Q9Y4D1,
Q9Y4D2,
Q9Y4D7,
Q9Y4D8,
Q9Y4E1,
Q9Y4E5,
Q9Y4E8,
Q9Y4F1,
Q9Y4F3,
Q9Y4F4,
Q9Y4F9,
Q9Y4G2,
Q9Y4G6,
Q9Y4G8,
Q9Y4H2,
Q9Y4H4,ENST00000375040.8;ENST00000375043.3;ENST00000383265.8;ENST00000383269.2;ENST00000414839.6;ENST00000420041.1;ENST00000424520.6;ENST00000429209.6;ENST00000432871.6;ENST00000441705.1;ENST00000445326.1;ENST00000448684.1;ENST00000453667.6;ENST00000457070.1;
Q9Y4I1,
Q9Y4J8,
Q9Y4K0,
Q9Y4K3,
Q9Y4K4,
Q9Y4L1,
Q9Y4L5,
Q9Y4P1,
Q9Y4P8,
Q9Y4P9,
Q9Y4R7,
Q9Y4R8,
Q9Y4U1,
Q9Y4W2,
Q9Y4W6,
Q9Y4X0,
Q9Y4X3,ENST00000259631.5;
Q9Y4X4,
Q9Y4X5,
Q9Y4Y9,ENST00000409292.5 [Q9Y4Y9-2];ENST00000409782.5 [Q9Y4Y9-2];ENST00000409909.7 [Q9Y4Y9-2];ENST00000409952.3 [Q9Y4Y9-2];ENST00000410044.5 [Q9Y4Y9-2];ENST00000450169.7 [Q9Y4Y9-1];
Q9Y4Z0,ENST00000593829.6;
Q9Y4Z2,
Q9Y508,
Q9Y512,
Q9Y520,
Q9Y530,ENST00000424266.7;ENST00000463088.5;ENST00000468811.5;ENST00000479950.5;
Q9Y535,
Q9Y547,ENST00000194214.10;
Q9Y548,
Q9Y561,
Q9Y566,
Q9Y570,
Q9Y572,
Q9Y574,
Q9Y575,
Q9Y576,
Q9Y577,
Q9Y580,
Q9Y584,ENST00000327158.5;ENST00000613269.2;ENST00000617832.2;
Q9Y586,
Q9Y587,ENST00000334725.8 [Q9Y587-4];ENST00000542754.7 [Q9Y587-1];ENST00000554345.6 [Q9Y587-2];ENST00000554609.6 [Q9Y587-3];ENST00000555417.6 [Q9Y587-1];ENST00000557346.6 [Q9Y587-1];
Q9Y592,
Q9Y5A6,
Q9Y5A7,
Q9Y5A9,
Q9Y5B0,
Q9Y5B6,
Q9Y5B8,
Q9Y5B9,
Q9Y5C1,
Q9Y5E3,
Q9Y5E9,
Q9Y5F1,
Q9Y5F7,
Q9Y5H5,
Q9Y5H9,
Q9Y5I2,
Q9Y5I3,
Q9Y5I7,
Q9Y5J3,
Q9Y5J5,ENST00000367309.1;ENST00000367311.5;
Q9Y5J6,ENST00000254616.11;ENST00000533379.1;
Q9Y5J7,ENST00000395159.7;ENST00000555061.5;ENST00000555404.5;ENST00000555593.5;
Q9Y5K1,
Q9Y5K2,
Q9Y5K3,
Q9Y5K5,
Q9Y5K6,
Q9Y5K8,
Q9Y5L0,
Q9Y5L2,ENST00000257696.5;ENST00000435296.2;
Q9Y5L3,
Q9Y5L4,ENST00000215570.8;
Q9Y5N1,
Q9Y5N5,
Q9Y5N6,
Q9Y5P4,
Q9Y5P6,
Q9Y5P8,
Q9Y5Q0,
Q9Y5Q3,
Q9Y5Q5,
Q9Y5Q6,ENST00000304526.3;
Q9Y5Q8,
Q9Y5Q9,
Q9Y5R2,
Q9Y5R4,
Q9Y5R5,
Q9Y5R6,
Q9Y5R8,ENST00000303731.9;ENST00000540486.5;
Q9Y5S1,
Q9Y5S2,
Q9Y5S8,
Q9Y5S9,ENST00000369307.4 [Q9Y5S9-2];ENST00000583313.7 [Q9Y5S9-1];ENST00000632555.1 [Q9Y5S9-1];ENST00000691760.1 [Q9Y5S9-1];
Q9Y5T4,ENST00000379221.4;
Q9Y5T5,
Q9Y5U4,
Q9Y5U5,
Q9Y5U9,ENST00000256433.6;
Q9Y5V3,
Q9Y5W3,
Q9Y5W5,
Q9Y5W7,
Q9Y5W8,
Q9Y5W9,
Q9Y5X0,
Q9Y5X1,
Q9Y5X2,
Q9Y5X3,
Q9Y5X4,
Q9Y5X5,
Q9Y5X9,
Q9Y5Y0,
Q9Y5Y2,
Q9Y5Y4,
Q9Y5Y5,
Q9Y5Y6,
Q9Y5Y7,
Q9Y5Y9,
Q9Y5Z0,
Q9Y5Z4,
Q9Y5Z6,
Q9Y5Z7,
Q9Y5Z9,
Q9Y600,
Q9Y603,
Q9Y605,ENST00000320912.8;ENST00000382581.5;ENST00000507420.1;
Q9Y606,
Q9Y608,
Q9Y613,
Q9Y615,
Q9Y616,
Q9Y617,
Q9Y618,
Q9Y619,
Q9Y620,
Q9Y623,
Q9Y624,
Q9Y625,
Q9Y639,
Q9Y644,
Q9Y646,
Q9Y653,
Q9Y657,
Q9Y662,
Q9Y663,
Q9Y664,
Q9Y666,
Q9Y672,
Q9Y676,
Q9Y678,
Q9Y679,
Q9Y680,
Q9Y691,
Q9Y692,
Q9Y694,
Q9Y696,
Q9Y697,
Q9Y698,
Q9Y6A1,
Q9Y6A2,
Q9Y6A4,ENST00000262498.8;
Q9Y6A5,
Q9Y6A9,ENST00000233025.11;
Q9Y6B2,ENST00000530028.3 [Q9Y6B2-1];
Q9Y6B6,ENST00000402673.7;ENST00000439578.5;
Q9Y6B7,
Q9Y6C2,
Q9Y6C5,
Q9Y6D0,ENST00000495461.6;
Q9Y6D5,
Q9Y6D6,
Q9Y6D9,
Q9Y6E0,
Q9Y6E2,
Q9Y6E7,
Q9Y6F1,
Q9Y6F6,
Q9Y6F8,
Q9Y6F9,
Q9Y6G1,ENST00000211314.5;
Q9Y6G3,ENST00000549561.6;ENST00000549982.6;ENST00000552217.6;
Q9Y6G5,
Q9Y6G9,
Q9Y6H1,ENST00000395422.4;
Q9Y6H3,
Q9Y6H5,
Q9Y6H6,ENST00000310128.9;ENST00000525550.1;
Q9Y6H8,
Q9Y6I3,
Q9Y6I4,
Q9Y6I7,
Q9Y6I9,
Q9Y6J0,
Q9Y6J6,ENST00000290310.4;
Q9Y6J8,
Q9Y6J9,
Q9Y6K0,
Q9Y6K1,
Q9Y6K5,
Q9Y6K8,
Q9Y6K9,
Q9Y6L6,
Q9Y6L7,
Q9Y6M0,
Q9Y6M1,
Q9Y6M4,
Q9Y6M5,
Q9Y6M7,
Q9Y6M9,ENST00000276689.8;ENST00000677021.1;
Q9Y6N1,
Q9Y6N5,
Q9Y6N6,
Q9Y6N7,
Q9Y6N8,
Q9Y6N9,
Q9Y6P5,
Q9Y6Q1,
Q9Y6Q2,
Q9Y6Q5,
Q9Y6Q6,
Q9Y6Q9,
Q9Y6R0,
Q9Y6R1,
Q9Y6R4,
Q9Y6R7,
Q9Y6R9,
Q9Y6T7,
Q9Y6U3,
Q9Y6V0,
Q9Y6W3,
Q9Y6W5,
Q9Y6W6,
Q9Y6W8,ENST00000316386.11 [Q9Y6W8-1];ENST00000435193.1 [Q9Y6W8-2];
Q9Y6X0,
Q9Y6X1,ENST00000239944.7;ENST00000479209.1;
Q9Y6X2,
Q9Y6X3,
Q9Y6X5,
Q9Y6X6,
Q9Y6X8,
Q9Y6X9,
Q9Y6Y0,
Q9Y6Y1,
Q9Y6Y8,
Q9Y6Y9,ENST00000284818.7 [Q9Y6Y9-1];ENST00000518893.1 [Q9Y6Y9-2];
Q9Y6Z7,
A0A024RBG1,ENST00000322209.5;
A0A075B6N1,ENST00000390393.3;
A0A075B6Q5,ENST00000454421.2;ENST00000631710.1;
A0A075B6R2,ENST00000455737.2;ENST00000631379.1;
A0A087WSY4,
A0A087WT01,ENST00000390457.2;
A0A0A0MS14,ENST00000390621.3;ENST00000631826.1;
A0A0A0MS15,ENST00000390625.3;ENST00000632211.1;
A0A0B4J1U7,ENST00000390593.2;ENST00000633299.1;
A0A0B4J1V0,ENST00000390603.2;ENST00000632959.1;
A0A0B4J1V1,ENST00000390607.2;ENST00000632980.1;
A0A0B4J1V2,ENST00000390611.2;ENST00000632457.1;
A0A0B4J1V6,ENST00000390636.2;ENST00000631708.1;
A0A0B4J1V7,ENST00000390639.2;
A0A0B4J1X5,ENST00000424969.2;ENST00000633987.1;
A0A0B4J1X8,ENST00000434710.1;ENST00000633040.1;
A0A0B4J1Y9,ENST00000433072.2;ENST00000633602.1;
A0A0B4J2H0,ENST00000624687.1;ENST00000633446.1;
A0A0C4DH29,ENST00000390595.3;ENST00000632977.1;
A0A0C4DH30,ENST00000390604.2;ENST00000631755.1;
A0A0C4DH31,ENST00000390605.2;ENST00000633147.1;
A0A0C4DH32,ENST00000390606.3;ENST00000632076.1;
A0A0C4DH33,ENST00000390610.2;ENST00000633490.1;
A0A0C4DH34,ENST00000390612.3;ENST00000632719.1;
A0A0C4DH35,ENST00000390617.2;ENST00000632225.1;
A0A0C4DH36,ENST00000390618.2;ENST00000631785.1;
A0A0C4DH38,ENST00000390626.2;ENST00000620764.2;
A0A0C4DH39,ENST00000390628.3;ENST00000632614.1;
A0A0C4DH41,ENST00000390630.3;ENST00000632960.1;
A0A0C4DH42,ENST00000390632.2;ENST00000632846.1;
A0A0C4DH43,ENST00000390634.3;ENST00000632005.1;
A0A0G2JMI3,ENST00000615784.2;ENST00000632209.1;
A0A0J9YVY3,ENST00000631943.1;
A0A0J9YX35,ENST00000632099.1;
A0A0J9YXX1,ENST00000632950.2;
A0A0K0K1A5,ENST00000390368.2;ENST00000633072.1;
A0A1B0GTB2,ENST00000503525.2;ENST00000504119.1;ENST00000554321.1;ENST00000687554.1;
A0A1B0GTQ4,ENST00000573382.3;ENST00000576476.1;
A0A1B0GVQ0,ENST00000443779.3 [A0A1B0GVQ0-2];ENST00000636776.1 [A0A1B0GVQ0-2];ENST00000638062.1 [A0A1B0GVQ0-2];
A0AVI2,
A0PJW6,
A0PJX0,ENST00000288861.5;
A0PJZ3,
A0PK05,
A1A5D9,
A1L020,
A1L188,ENST00000431388.3;
A1YPR0,
A2A2V5,ENST00000315190.4;
A2A3K4,
A2RRD8,
A2RUS2,
A2VDF0,ENST00000278025.9 [A2VDF0-1];ENST00000368552.7 [A2VDF0-2];
A3KN83,
A4D1S5,
A4D2G3,
A4FU01,
A4FU49,
A4FU69,
A5A3E0,
A5D6W6,
A5PLN9,
A6NC51,
A6NCE7,ENST00000556529.4;
A6NCW0,
A6ND48,
A6NDA9,
A6NDP7,
A6NDU8,
A6NEQ0,
A6NF83,ENST00000329309.4;
A6NFD8,
A6NFK2,
A6NFN3,
A6NFR6,
A6NGB9,
A6NGC4,
A6NGY5,
A6NHC0,
A6NHN0,
A6NHQ2,
A6NHQ4,
A6NHX0,
A6NI28,
A6NI79,
A6NJB7,
A6NJT0,
A6NK97,
A6NKF1,
A6NLJ0,
A6NLX3,
A6NMB1,
A6NMN3,
A6NNA5,
A6NND4,
A6NNE9,
A6NNS2,
A6NNW6,
A6QL63,
A6XGL0,
A6ZKI3,ENST00000257013.9;
A7E2F4,
A7MBM2,
A8K855,
A8K979,
A8MPP1,
A8MQT2,
A8MUK1,
A8MV81,ENST00000398455.3;ENST00000695931.1;
A8MWX3,
A8MWY0,
A9QM74,
A9Z1Z3,
B1AL88,
B1APH4,
B2RNN3,
B2RU33,
B2RXH8,
B3EWF7,
B3EWG5,ENST00000617224.3;ENST00000672360.1;
B4DS77,
B7Z8K6,
B8ZZ34,
B9A064,
C0HLU2,
C0HM02,
E9PAV3,
E9PQX1,ENST00000530719.6;
G9CGD6,
L0R8F8,
M5A8F1,ENST00000447535.2;
O00178,
O00295,
O00321,
O00398,
O00399,ENST00000221114.8;
O00458,
O00515,
O00534,
O00570,
O00624,
O00634,
O14513,
O14545,
O14548,ENST00000234301.3;ENST00000378669.5;
O14599,ENST00000331070.8;ENST00000382287.5;ENST00000382392.5;ENST00000382585.2;ENST00000615850.1;ENST00000618574.1;
O14602,ENST00000361365.7;
O14626,
O14668,
O14709,
O14718,
O14753,
O14804,
O14957,ENST00000585671.2;ENST00000589880.1;ENST00000591899.8;
O15016,
O15034,
O15037,
O15063,
O15069,
O15090,
O15213,
O15218,
O15235,ENST00000308018.9;ENST00000402029.3;ENST00000407800.2;ENST00000634246.1;ENST00000634400.1;ENST00000634704.1;
O15321,
O15335,
O15374,
O15375,
O15403,
O15417,
O15539,ENST00000313961.10 [O15539-1];ENST00000527988.1 [O15539-2];ENST00000530507.5 [O15539-3];ENST00000618415.4 [O15539-2];
O43301,
O43345,
O43347,
O43414,
O43448,
O43555,ENST00000245983.6 [O43555-1];ENST00000359100.6 [O43555-3];ENST00000380346.2 [O43555-2];ENST00000380347.6 [O43555-3];
O43638,
O43657,
O43677,ENST00000394223.2;ENST00000394228.5;ENST00000503997.5;ENST00000505036.5;ENST00000539002.5;ENST00000539387.5;ENST00000544855.5;
O43692,
O43736,
O43812,
O43908,ENST00000309384.3;
O43930,
O43934,
O60225,ENST00000311798.5 [O60225-2];ENST00000347757.6 [O60225-1];
O60234,ENST00000597595.6;
O60245,
O60262,ENST00000382159.8;
O60279,
O60299,
O60330,
O60404,
O60412,
O60422,
O60516,ENST00000310331.3;
O60522,
O60542,ENST00000245810.2;
O60676,ENST00000246012.2;
O60765,
O60774,
O60811,
O60925,ENST00000261813.9;
O71037,
O75064,
O75095,
O75123,
O75153,
O75310,
O75325,
O75335,
O75346,
O75352,
O75363,
O75380,ENST00000274137.10;
O75388,
O75394,ENST00000296102.8 [O75394-1];ENST00000379666.7 [O75394-2];
O75437,
O75459,ENST00000376150.4;
O75493,
O75541,
O75570,
O75596,ENST00000299642.10;
O75628,
O75635,
O75678,
O75683,
O75690,ENST00000398534.4;
O75711,ENST00000296506.8;
O75715,
O75764,
O75820,
O75830,
O75901,
O75947,ENST00000301587.9 [O75947-1];ENST00000344546.8 [O75947-2];
O75953,
O75956,ENST00000301488.8;
O75964,ENST00000300688.8;
O75973,
O75995,
O76001,
O76002,
O76009,
O76038,
O76099,
O94772,ENST00000342752.9 [O94772-2];ENST00000414417.6 [O94772-2];ENST00000430474.6 [O94772-1];ENST00000610554.2 [O94772-1];ENST00000615409.1 [O94772-1];ENST00000615434.4 [O94772-2];ENST00000631670.1 [O94772-2];
O94854,
O94889,
O94892,
O94903,
O94913,
O94988,
O95007,
O95025,
O95076,
O95084,
O95164,ENST00000380680.5;
O95178,ENST00000247866.9;ENST00000465506.5;ENST00000476279.5;
O95190,ENST00000326005.10 [O95190-1];
O95199,
O95222,
O95260,
O95336,
O95371,
O95411,
O95455,
O95620,
O95625,
O95661,
O95665,
O95685,
O95755,
O95757,
O95759,
O95780,
O95800,
O95838,
O95841,
O95847,
O95918,
O95965,
O95976,
P01599,ENST00000490686.1;ENST00000632229.1;
P01601,ENST00000492446.1;
P01614,ENST00000429992.2;
P01624,ENST00000390252.2;ENST00000632887.1;
P01703,ENST00000390299.2;ENST00000610349.2;
P01714,ENST00000390309.2;
P01715,ENST00000390319.2;
P01717,ENST00000390305.2;
P01718,ENST00000390304.2;
P01733,ENST00000620569.1;ENST00000633292.1;
P03901,ENST00000361335.1;
P03979,ENST00000390346.2;
P04211,ENST00000390298.2;ENST00000618644.2;
P04430,ENST00000479981.1;ENST00000632011.1;
P04432,ENST00000448155.2;
P04433,ENST00000483158.1;ENST00000632088.2;
P04435,ENST00000612787.1;
P04437,ENST00000390458.3;
P04808,ENST00000223862.2 [P04808-1];
P05015,ENST00000380216.1;
P06310,ENST00000468494.1;ENST00000632910.1;
P06315,ENST00000390244.2;ENST00000632585.1;
P07311,ENST00000238618.8 [P07311-1];ENST00000357971.7 [P07311-2];ENST00000555694.5 [P07311-1];
P07316,ENST00000260988.5;
P09001,
P09093,
P09105,ENST00000199708.3;
P09630,
P0C0E4,
P0C1H6,ENST00000355016.8;ENST00000675318.3;
P0C263,
P0C617,
P0C645,
P0C6T2,ENST00000429985.1;ENST00000447619.5;ENST00000456793.2;
P0C7H8,ENST00000391418.3;ENST00000570303.2;
P0C7M3,
P0C7M4,
P0C7M7,
P0C7P1,
P0C7U0,
P0C7U3,
P0C862,
P0C8F1,ENST00000457514.3;
P0CE72,ENST00000242104.6;ENST00000416608.5;
P0CG08,
P0CG13,ENST00000398235.6;ENST00000448552.7;
P0CG21,ENST00000424439.3;ENST00000540585.1;
P0CG29,
P0CG34,ENST00000289373.5;
P0CG35,ENST00000419165.5;ENST00000436583.5;ENST00000540220.6;ENST00000569577.1;
P0CI25,
P0CW23,ENST00000434239.4;
P0DJ07,ENST00000594797.6;
P0DJD4,
P0DN77,
P0DN78,
P0DN87,ENST00000596965.5;ENST00000597853.5;ENST00000684222.1;
P0DOX3,
P0DOX4,
P0DOX5,
P0DOX6,
P0DP01,
P0DP02,
P0DP03,
P0DP04,
P0DP06,
P0DP07,
P0DP08,
P0DP74,ENST00000400079.1;ENST00000646760.1;
P0DPQ6,
P0DUQ2,
P0DW28,
P0DW81,
P10072,
P10266,
P10915,
P12872,ENST00000266003.9 [P12872-3];ENST00000430124.7 [P12872-1];ENST00000507738.1 [P12872-2];
P14621,ENST00000394666.8;
P15088,
P15621,
P16260,
P17019,
P17025,
P17026,
P17029,
P17030,
P17031,
P17032,
P17035,
P17038,
P17039,
P17097,
P17098,
P17538,
P19961,
P20382,ENST00000329406.5;
P21506,
P22090,
P22531,ENST00000368750.8;ENST00000368751.1;
P22532,ENST00000360379.4;ENST00000368756.1;ENST00000368757.1;ENST00000368758.3;
P22676,
P27482,ENST00000315238.3;
P29377,ENST00000380200.3;
P29762,ENST00000299529.7;
P30408,
P30953,
P30954,
P31267,
P31277,
P32314,
P33552,ENST00000314355.7;
P34820,
P34995,
P35325,ENST00000368755.3;
P35542,ENST00000278222.7;
P35663,
P36537,
P36915,
P40205,
P40313,
P42696,
P43116,
P43308,ENST00000295702.9;ENST00000480567.5;
P43363,
P43627,
P46095,
P47775,
P47874,ENST00000529803.1;
P47883,
P47887,
P47888,
P47893,
P47972,
P48060,
P48741,
P49190,
P49406,
P50120,ENST00000232217.6;
P51504,
P51508,
P51522,
P51689,
P51815,
P51911,
P52737,
P52741,
P52746,
P54792,
P54793,
P54826,
P55082,
P55103,
P55808,ENST00000381174.10 [P55808-1];ENST00000644266.2 [P55808-3];
P56179,ENST00000518156.3 [P56179-3];
P56277,ENST00000369479.1 [P56277-1];ENST00000369484.8 [P56277-1];
